,name,interactor,ddGglyc,ddGglyc error,PSAs*NSAi,PSAs+NSAi,PSAs*NSAi/overall surface,NSAs*PSAi,NSAs+PSAi, Volume, Minimal value, Maximal value, Overall surface area, Positive surface area, Negative surface area, Overall average value, Positive average value, Negative average value, Overall variance (sigma^2_tot), Positive variance, Negative variance, Balance of charges (miu), Product of sigma^2_tot and miu, Internal charge separation (Pi),QNPSA,QPSA, qNPSA, qPSA, Total Surface area, MinESP, MaxESP,HOMOs-HOMOi,HOMOs-HOMO-1i,HOMOs-HOMO-2i,HOMOs-HOMO-3i,HOMOs-LUMOi,HOMOs-LUMO+1i,HOMOs-LUMO+2i,HOMOs-LUMO+3i,HOMOs-LUMO+4i,HOMOs-LUMO+5i,HOMOs-LUMO+6i,HOMOs-LUMO+7i,HOMOs-LUMO+8i,HOMOs-LUMO+9i,HOMOs-LUMO+10i,HOMO-1s-HOMOi,HOMO-1s-HOMO-1i,HOMO-1s-HOMO-2i,HOMO-1s-HOMO-3i,HOMO-1s-LUMOi,HOMO-1s-LUMO+1i,HOMO-1s-LUMO+2i,HOMO-1s-LUMO+3i,HOMO-1s-LUMO+4i,HOMO-1s-LUMO+5i,HOMO-1s-LUMO+6i,HOMO-1s-LUMO+7i,HOMO-1s-LUMO+8i,HOMO-1s-LUMO+9i,HOMO-1s-LUMO+10i,HOMO-2s-HOMOi,HOMO-2s-HOMO-1i,HOMO-2s-HOMO-2i,HOMO-2s-HOMO-3i,HOMO-2s-LUMOi,HOMO-2s-LUMO+1i,HOMO-2s-LUMO+2i,HOMO-2s-LUMO+3i,HOMO-2s-LUMO+4i,HOMO-2s-LUMO+5i,HOMO-2s-LUMO+6i,HOMO-2s-LUMO+7i,HOMO-2s-LUMO+8i,HOMO-2s-LUMO+9i,HOMO-2s-LUMO+10i,HOMO-3s-HOMOi,HOMO-3s-HOMO-1i,HOMO-3s-HOMO-2i,HOMO-3s-HOMO-3i,HOMO-3s-LUMOi,HOMO-3s-LUMO+1i,HOMO-3s-LUMO+2i,HOMO-3s-LUMO+3i,HOMO-3s-LUMO+4i,HOMO-3s-LUMO+5i,HOMO-3s-LUMO+6i,HOMO-3s-LUMO+7i,HOMO-3s-LUMO+8i,HOMO-3s-LUMO+9i,HOMO-3s-LUMO+10i,HOMO-4s-HOMOi,HOMO-4s-HOMO-1i,HOMO-4s-HOMO-2i,HOMO-4s-HOMO-3i,HOMO-4s-LUMOi,HOMO-4s-LUMO+1i,HOMO-4s-LUMO+2i,HOMO-4s-LUMO+3i,HOMO-4s-LUMO+4i,HOMO-4s-LUMO+5i,HOMO-4s-LUMO+6i,HOMO-4s-LUMO+7i,HOMO-4s-LUMO+8i,HOMO-4s-LUMO+9i,HOMO-4s-LUMO+10i,HOMO-5s-HOMOi,HOMO-5s-HOMO-1i,HOMO-5s-HOMO-2i,HOMO-5s-HOMO-3i,HOMO-5s-LUMOi,HOMO-5s-LUMO+1i,HOMO-5s-LUMO+2i,HOMO-5s-LUMO+3i,HOMO-5s-LUMO+4i,HOMO-5s-LUMO+5i,HOMO-5s-LUMO+6i,HOMO-5s-LUMO+7i,HOMO-5s-LUMO+8i,HOMO-5s-LUMO+9i,HOMO-5s-LUMO+10i,HOMO-6s-HOMOi,HOMO-6s-HOMO-1i,HOMO-6s-HOMO-2i,HOMO-6s-HOMO-3i,HOMO-6s-LUMOi,HOMO-6s-LUMO+1i,HOMO-6s-LUMO+2i,HOMO-6s-LUMO+3i,HOMO-6s-LUMO+4i,HOMO-6s-LUMO+5i,HOMO-6s-LUMO+6i,HOMO-6s-LUMO+7i,HOMO-6s-LUMO+8i,HOMO-6s-LUMO+9i,HOMO-6s-LUMO+10i,HOMO-7s-HOMOi,HOMO-7s-HOMO-1i,HOMO-7s-HOMO-2i,HOMO-7s-HOMO-3i,HOMO-7s-LUMOi,HOMO-7s-LUMO+1i,HOMO-7s-LUMO+2i,HOMO-7s-LUMO+3i,HOMO-7s-LUMO+4i,HOMO-7s-LUMO+5i,HOMO-7s-LUMO+6i,HOMO-7s-LUMO+7i,HOMO-7s-LUMO+8i,HOMO-7s-LUMO+9i,HOMO-7s-LUMO+10i,HOMO-8s-HOMOi,HOMO-8s-HOMO-1i,HOMO-8s-HOMO-2i,HOMO-8s-HOMO-3i,HOMO-8s-LUMOi,HOMO-8s-LUMO+1i,HOMO-8s-LUMO+2i,HOMO-8s-LUMO+3i,HOMO-8s-LUMO+4i,HOMO-8s-LUMO+5i,HOMO-8s-LUMO+6i,HOMO-8s-LUMO+7i,HOMO-8s-LUMO+8i,HOMO-8s-LUMO+9i,HOMO-8s-LUMO+10i,HOMO-9s-HOMOi,HOMO-9s-HOMO-1i,HOMO-9s-HOMO-2i,HOMO-9s-HOMO-3i,HOMO-9s-LUMOi,HOMO-9s-LUMO+1i,HOMO-9s-LUMO+2i,HOMO-9s-LUMO+3i,HOMO-9s-LUMO+4i,HOMO-9s-LUMO+5i,HOMO-9s-LUMO+6i,HOMO-9s-LUMO+7i,HOMO-9s-LUMO+8i,HOMO-9s-LUMO+9i,HOMO-9s-LUMO+10i,HOMO-10s-HOMOi,HOMO-10s-HOMO-1i,HOMO-10s-HOMO-2i,HOMO-10s-HOMO-3i,HOMO-10s-LUMOi,HOMO-10s-LUMO+1i,HOMO-10s-LUMO+2i,HOMO-10s-LUMO+3i,HOMO-10s-LUMO+4i,HOMO-10s-LUMO+5i,HOMO-10s-LUMO+6i,HOMO-10s-LUMO+7i,HOMO-10s-LUMO+8i,HOMO-10s-LUMO+9i,HOMO-10s-LUMO+10i,LUMOs-HOMOi,LUMOs-HOMO-1i,LUMOs-HOMO-2i,LUMOs-HOMO-3i,LUMOs-LUMOi,LUMOs-LUMO+1i,LUMOs-LUMO+2i,LUMOs-LUMO+3i,LUMOs-LUMO+4i,LUMOs-LUMO+5i,LUMOs-LUMO+6i,LUMOs-LUMO+7i,LUMOs-LUMO+8i,LUMOs-LUMO+9i,LUMOs-LUMO+10i,LUMO+1s-HOMOi,LUMO+1s-HOMO-1i,LUMO+1s-HOMO-2i,LUMO+1s-HOMO-3i,LUMO+1s-LUMOi,LUMO+1s-LUMO+1i,LUMO+1s-LUMO+2i,LUMO+1s-LUMO+3i,LUMO+1s-LUMO+4i,LUMO+1s-LUMO+5i,LUMO+1s-LUMO+6i,LUMO+1s-LUMO+7i,LUMO+1s-LUMO+8i,LUMO+1s-LUMO+9i,LUMO+1s-LUMO+10i,LUMO+2s-HOMOi,LUMO+2s-HOMO-1i,LUMO+2s-HOMO-2i,LUMO+2s-HOMO-3i,LUMO+2s-LUMOi,LUMO+2s-LUMO+1i,LUMO+2s-LUMO+2i,LUMO+2s-LUMO+3i,LUMO+2s-LUMO+4i,LUMO+2s-LUMO+5i,LUMO+2s-LUMO+6i,LUMO+2s-LUMO+7i,LUMO+2s-LUMO+8i,LUMO+2s-LUMO+9i,LUMO+2s-LUMO+10i,LUMO+3s-HOMOi,LUMO+3s-HOMO-1i,LUMO+3s-HOMO-2i,LUMO+3s-HOMO-3i,LUMO+3s-LUMOi,LUMO+3s-LUMO+1i,LUMO+3s-LUMO+2i,LUMO+3s-LUMO+3i,LUMO+3s-LUMO+4i,LUMO+3s-LUMO+5i,LUMO+3s-LUMO+6i,LUMO+3s-LUMO+7i,LUMO+3s-LUMO+8i,LUMO+3s-LUMO+9i,LUMO+3s-LUMO+10i,LUMO+4s-HOMOi,LUMO+4s-HOMO-1i,LUMO+4s-HOMO-2i,LUMO+4s-HOMO-3i,LUMO+4s-LUMOi,LUMO+4s-LUMO+1i,LUMO+4s-LUMO+2i,LUMO+4s-LUMO+3i,LUMO+4s-LUMO+4i,LUMO+4s-LUMO+5i,LUMO+4s-LUMO+6i,LUMO+4s-LUMO+7i,LUMO+4s-LUMO+8i,LUMO+4s-LUMO+9i,LUMO+4s-LUMO+10i,LUMO+5s-HOMOi,LUMO+5s-HOMO-1i,LUMO+5s-HOMO-2i,LUMO+5s-HOMO-3i,LUMO+5s-LUMOi,LUMO+5s-LUMO+1i,LUMO+5s-LUMO+2i,LUMO+5s-LUMO+3i,LUMO+5s-LUMO+4i,LUMO+5s-LUMO+5i,LUMO+5s-LUMO+6i,LUMO+5s-LUMO+7i,LUMO+5s-LUMO+8i,LUMO+5s-LUMO+9i,LUMO+5s-LUMO+10i,LUMO+6s-HOMOi,LUMO+6s-HOMO-1i,LUMO+6s-HOMO-2i,LUMO+6s-HOMO-3i,LUMO+6s-LUMOi,LUMO+6s-LUMO+1i,LUMO+6s-LUMO+2i,LUMO+6s-LUMO+3i,LUMO+6s-LUMO+4i,LUMO+6s-LUMO+5i,LUMO+6s-LUMO+6i,LUMO+6s-LUMO+7i,LUMO+6s-LUMO+8i,LUMO+6s-LUMO+9i,LUMO+6s-LUMO+10i,LUMO+7s-HOMOi,LUMO+7s-HOMO-1i,LUMO+7s-HOMO-2i,LUMO+7s-HOMO-3i,LUMO+7s-LUMOi,LUMO+7s-LUMO+1i,LUMO+7s-LUMO+2i,LUMO+7s-LUMO+3i,LUMO+7s-LUMO+4i,LUMO+7s-LUMO+5i,LUMO+7s-LUMO+6i,LUMO+7s-LUMO+7i,LUMO+7s-LUMO+8i,LUMO+7s-LUMO+9i,LUMO+7s-LUMO+10i,LUMO+8s-HOMOi,LUMO+8s-HOMO-1i,LUMO+8s-HOMO-2i,LUMO+8s-HOMO-3i,LUMO+8s-LUMOi,LUMO+8s-LUMO+1i,LUMO+8s-LUMO+2i,LUMO+8s-LUMO+3i,LUMO+8s-LUMO+4i,LUMO+8s-LUMO+5i,LUMO+8s-LUMO+6i,LUMO+8s-LUMO+7i,LUMO+8s-LUMO+8i,LUMO+8s-LUMO+9i,LUMO+8s-LUMO+10i,LUMO+9s-HOMOi,LUMO+9s-HOMO-1i,LUMO+9s-HOMO-2i,LUMO+9s-HOMO-3i,LUMO+9s-LUMOi,LUMO+9s-LUMO+1i,LUMO+9s-LUMO+2i,LUMO+9s-LUMO+3i,LUMO+9s-LUMO+4i,LUMO+9s-LUMO+5i,LUMO+9s-LUMO+6i,LUMO+9s-LUMO+7i,LUMO+9s-LUMO+8i,LUMO+9s-LUMO+9i,LUMO+9s-LUMO+10i,LUMO+10s-HOMOi,LUMO+10s-HOMO-1i,LUMO+10s-HOMO-2i,LUMO+10s-HOMO-3i,LUMO+10s-LUMOi,LUMO+10s-LUMO+1i,LUMO+10s-LUMO+2i,LUMO+10s-LUMO+3i,LUMO+10s-LUMO+4i,LUMO+10s-LUMO+5i,LUMO+10s-LUMO+6i,LUMO+10s-LUMO+7i,LUMO+10s-LUMO+8i,LUMO+10s-LUMO+9i,LUMO+10s-LUMO+10i
0,GlcNAc-Ala,Ala,-0.29,0.06,4393.957629,166.89971,14.83125514,3355.440867,135.19457,290.18297,-38.6366,63.85146,296.26337,166.89971,129.36367,2.98397,17.84043,-16.25481,219.39623,118.89946,100.49678,0.34165169,53.75493,16.96713,114.8551,181.40827,115.951,101.964,217.915,-0.138,0.212,0.12759,0.12759,0.12759,0.42971,-0.37901,-0.43755,-0.43755,-0.43755,-0.78986,-0.78986,-0.78986,-1.13518,-1.13519,-1.13519,-1.18329,0.12354,0.12354,0.12354,0.42566,-0.38306,-0.4416,-0.4416,-0.4416,-0.79391,-0.79391,-0.79391,-1.13923,-1.13924,-1.13924,-1.18734,0.12178,0.12178,0.12178,0.4239,-0.38482,-0.44336,-0.44336,-0.44336,-0.79567,-0.79567,-0.79567,-1.14099,-1.141,-1.141,-1.1891,0.1156,0.1156,0.1156,0.41772,-0.391,-0.44954,-0.44954,-0.44954,-0.80185,-0.80185,-0.80185,-1.14717,-1.14718,-1.14718,-1.19528,0.11262,0.11262,0.11262,0.41474,-0.39398,-0.45252,-0.45252,-0.45252,-0.80483,-0.80483,-0.80483,-1.15015,-1.15016,-1.15016,-1.19826,0.10074,0.10074,0.10074,0.40286,-0.40586,-0.4644,-0.4644,-0.4644,-0.81671,-0.81671,-0.81671,-1.16203,-1.16204,-1.16204,-1.21014,0.0745,0.0745,0.0745,0.37662,-0.4321,-0.49064,-0.49064,-0.49064,-0.84295,-0.84295,-0.84295,-1.18827,-1.18828,-1.18828,-1.23638,0.05862,0.05862,0.05862,0.36074,-0.44798,-0.50652,-0.50652,-0.50652,-0.85883,-0.85883,-0.85883,-1.20415,-1.20416,-1.20416,-1.25226,0.04492,0.04492,0.04492,0.34704,-0.46168,-0.52022,-0.52022,-0.52022,-0.87253,-0.87253,-0.87253,-1.21785,-1.21786,-1.21786,-1.26596,0.0368,0.0368,0.0368,0.33892,-0.4698,-0.52834,-0.52834,-0.52834,-0.88065,-0.88065,-0.88065,-1.22597,-1.22598,-1.22598,-1.27408,0.03336,0.03336,0.03336,0.33548,-0.47324,-0.53178,-0.53178,-0.53178,-0.88409,-0.88409,-0.88409,-1.22941,-1.22942,-1.22942,-1.27752,0.3964,0.3964,0.3964,0.69852,-0.1102,-0.16874,-0.16874,-0.16874,-0.52105,-0.52105,-0.52105,-0.86637,-0.86638,-0.86638,-0.91448,0.4379,0.4379,0.4379,0.74002,-0.0687,-0.12724,-0.12724,-0.12724,-0.47955,-0.47955,-0.47955,-0.82487,-0.82488,-0.82488,-0.87298,0.45779,0.45779,0.45779,0.75991,-0.04881,-0.10735,-0.10735,-0.10735,-0.45966,-0.45966,-0.45966,-0.80498,-0.80499,-0.80499,-0.85309,0.47221,0.47221,0.47221,0.77433,-0.03439,-0.09293,-0.09293,-0.09293,-0.44524,-0.44524,-0.44524,-0.79056,-0.79057,-0.79057,-0.83867,0.48188,0.48188,0.48188,0.784,-0.02472,-0.08326,-0.08326,-0.08326,-0.43557,-0.43557,-0.43557,-0.78089,-0.7809,-0.7809,-0.829,0.49272,0.49272,0.49272,0.79484,-0.01388,-0.07242,-0.07242,-0.07242,-0.42473,-0.42473,-0.42473,-0.77005,-0.77006,-0.77006,-0.81816,0.50181,0.50181,0.50181,0.80393,-0.00479,-0.06333,-0.06333,-0.06333,-0.41564,-0.41564,-0.41564,-0.76096,-0.76097,-0.76097,-0.80907,0.51045,0.51045,0.51045,0.81257,0.00385,-0.05469,-0.05469,-0.05469,-0.407,-0.407,-0.407,-0.75232,-0.75233,-0.75233,-0.80043,0.52439,0.52439,0.52439,0.82651,0.01779,-0.04075,-0.04075,-0.04075,-0.39306,-0.39306,-0.39306,-0.73838,-0.73839,-0.73839,-0.78649,0.5355,0.5355,0.5355,0.83762,0.0289,-0.02964,-0.02964,-0.02964,-0.38195,-0.38195,-0.38195,-0.72727,-0.72728,-0.72728,-0.77538,0.53728,0.53728,0.53728,0.8394,0.03068,-0.02786,-0.02786,-0.02786,-0.38017,-0.38017,-0.38017,-0.72549,-0.7255,-0.7255,-0.7736
1,GlcNAc-Bta,Bta,-0.89,0.03,13563.08399,235.25245,32.20573586,10357.43404,203.54731,435.79158,-51.60595,75.15393,421.13877,235.25245,185.88632,2.05974,22.1092,-23.45967,248.92886,129.4236,119.50526,0.49544588,61.87983,22.5175,113.6902,307.44857,175.89,147.959,323.849,-0.169,0.25,-0.04949,-0.02829,0.01311,0.06232,-0.23974,-0.26217,-0.28727,-0.31262,-0.34682,-0.37858,-0.38213,-0.38967,-0.41227,-0.4198,-0.42475,-0.05354,-0.03234,0.00906,0.05827,-0.24379,-0.26622,-0.29132,-0.31667,-0.35087,-0.38263,-0.38618,-0.39372,-0.41632,-0.42385,-0.4288,-0.0553,-0.0341,0.0073,0.05651,-0.24555,-0.26798,-0.29308,-0.31843,-0.35263,-0.38439,-0.38794,-0.39548,-0.41808,-0.42561,-0.43056,-0.06148,-0.04028,0.00112,0.05033,-0.25173,-0.27416,-0.29926,-0.32461,-0.35881,-0.39057,-0.39412,-0.40166,-0.42426,-0.43179,-0.43674,-0.06446,-0.04326,-0.00186,0.04735,-0.25471,-0.27714,-0.30224,-0.32759,-0.36179,-0.39355,-0.3971,-0.40464,-0.42724,-0.43477,-0.43972,-0.07634,-0.05514,-0.01374,0.03547,-0.26659,-0.28902,-0.31412,-0.33947,-0.37367,-0.40543,-0.40898,-0.41652,-0.43912,-0.44665,-0.4516,-0.10258,-0.08138,-0.03998,0.00923,-0.29283,-0.31526,-0.34036,-0.36571,-0.39991,-0.43167,-0.43522,-0.44276,-0.46536,-0.47289,-0.47784,-0.11846,-0.09726,-0.05586,-0.00665,-0.30871,-0.33114,-0.35624,-0.38159,-0.41579,-0.44755,-0.4511,-0.45864,-0.48124,-0.48877,-0.49372,-0.13216,-0.11096,-0.06956,-0.02035,-0.32241,-0.34484,-0.36994,-0.39529,-0.42949,-0.46125,-0.4648,-0.47234,-0.49494,-0.50247,-0.50742,-0.14028,-0.11908,-0.07768,-0.02847,-0.33053,-0.35296,-0.37806,-0.40341,-0.43761,-0.46937,-0.47292,-0.48046,-0.50306,-0.51059,-0.51554,-0.14372,-0.12252,-0.08112,-0.03191,-0.33397,-0.3564,-0.3815,-0.40685,-0.44105,-0.47281,-0.47636,-0.4839,-0.5065,-0.51403,-0.51898,0.21932,0.24052,0.28192,0.33113,0.02907,0.00664,-0.01846,-0.04381,-0.07801,-0.10977,-0.11332,-0.12086,-0.14346,-0.15099,-0.15594,0.26082,0.28202,0.32342,0.37263,0.07057,0.04814,0.02304,-0.00231,-0.03651,-0.06827,-0.07182,-0.07936,-0.10196,-0.10949,-0.11444,0.28071,0.30191,0.34331,0.39252,0.09046,0.06803,0.04293,0.01758,-0.01662,-0.04838,-0.05193,-0.05947,-0.08207,-0.0896,-0.09455,0.29513,0.31633,0.35773,0.40694,0.10488,0.08245,0.05735,0.032,-0.0022,-0.03396,-0.03751,-0.04505,-0.06765,-0.07518,-0.08013,0.3048,0.326,0.3674,0.41661,0.11455,0.09212,0.06702,0.04167,0.00747,-0.02429,-0.02784,-0.03538,-0.05798,-0.06551,-0.07046,0.31564,0.33684,0.37824,0.42745,0.12539,0.10296,0.07786,0.05251,0.01831,-0.01345,-0.017,-0.02454,-0.04714,-0.05467,-0.05962,0.32473,0.34593,0.38733,0.43654,0.13448,0.11205,0.08695,0.0616,0.0274,-0.00436,-0.00791,-0.01545,-0.03805,-0.04558,-0.05053,0.33337,0.35457,0.39597,0.44518,0.14312,0.12069,0.09559,0.07024,0.03604,0.00428,0.00073,-0.00681,-0.02941,-0.03694,-0.04189,0.34731,0.36851,0.40991,0.45912,0.15706,0.13463,0.10953,0.08418,0.04998,0.01822,0.01467,0.00713,-0.01547,-0.023,-0.02795,0.35842,0.37962,0.42102,0.47023,0.16817,0.14574,0.12064,0.09529,0.06109,0.02933,0.02578,0.01824,-0.00436,-0.01189,-0.01684,0.3602,0.3814,0.4228,0.47201,0.16995,0.14752,0.12242,0.09707,0.06287,0.03111,0.02756,0.02002,-0.00258,-0.01011,-0.01506
2,GlcNAc-Cha,Cha,-0.35,0.09,15719.05424,251.32448,39.33832716,12003.83832,219.61934,412.55605,-38.75821,62.0302,399.58624,251.32448,148.26176,3.17324,16.73885,-15.8772,216.60101,116.08122,100.51979,0.42009174,53.70714,16.06339,217.6489,181.93734,210.575,101.144,311.719,-0.135,0.232,0.02743,0.0309,0.04727,0.06347,-0.34819,-0.37076,-0.37413,-0.39334,-0.41985,-0.42599,-0.43054,-0.43331,-0.43959,-0.44204,-0.44844,0.02338,0.02685,0.04322,0.05942,-0.35224,-0.37481,-0.37818,-0.39739,-0.4239,-0.43004,-0.43459,-0.43736,-0.44364,-0.44609,-0.45249,0.02162,0.02509,0.04146,0.05766,-0.354,-0.37657,-0.37994,-0.39915,-0.42566,-0.4318,-0.43635,-0.43912,-0.4454,-0.44785,-0.45425,0.01544,0.01891,0.03528,0.05148,-0.36018,-0.38275,-0.38612,-0.40533,-0.43184,-0.43798,-0.44253,-0.4453,-0.45158,-0.45403,-0.46043,0.01246,0.01593,0.0323,0.0485,-0.36316,-0.38573,-0.3891,-0.40831,-0.43482,-0.44096,-0.44551,-0.44828,-0.45456,-0.45701,-0.46341,0.00058,0.00405,0.02042,0.03662,-0.37504,-0.39761,-0.40098,-0.42019,-0.4467,-0.45284,-0.45739,-0.46016,-0.46644,-0.46889,-0.47529,-0.02566,-0.02219,-0.00582,0.01038,-0.40128,-0.42385,-0.42722,-0.44643,-0.47294,-0.47908,-0.48363,-0.4864,-0.49268,-0.49513,-0.50153,-0.04154,-0.03807,-0.0217,-0.0055,-0.41716,-0.43973,-0.4431,-0.46231,-0.48882,-0.49496,-0.49951,-0.50228,-0.50856,-0.51101,-0.51741,-0.05524,-0.05177,-0.0354,-0.0192,-0.43086,-0.45343,-0.4568,-0.47601,-0.50252,-0.50866,-0.51321,-0.51598,-0.52226,-0.52471,-0.53111,-0.06336,-0.05989,-0.04352,-0.02732,-0.43898,-0.46155,-0.46492,-0.48413,-0.51064,-0.51678,-0.52133,-0.5241,-0.53038,-0.53283,-0.53923,-0.0668,-0.06333,-0.04696,-0.03076,-0.44242,-0.46499,-0.46836,-0.48757,-0.51408,-0.52022,-0.52477,-0.52754,-0.53382,-0.53627,-0.54267,0.29624,0.29971,0.31608,0.33228,-0.07938,-0.10195,-0.10532,-0.12453,-0.15104,-0.15718,-0.16173,-0.1645,-0.17078,-0.17323,-0.17963,0.33774,0.34121,0.35758,0.37378,-0.03788,-0.06045,-0.06382,-0.08303,-0.10954,-0.11568,-0.12023,-0.123,-0.12928,-0.13173,-0.13813,0.35763,0.3611,0.37747,0.39367,-0.01799,-0.04056,-0.04393,-0.06314,-0.08965,-0.09579,-0.10034,-0.10311,-0.10939,-0.11184,-0.11824,0.37205,0.37552,0.39189,0.40809,-0.00357,-0.02614,-0.02951,-0.04872,-0.07523,-0.08137,-0.08592,-0.08869,-0.09497,-0.09742,-0.10382,0.38172,0.38519,0.40156,0.41776,0.0061,-0.01647,-0.01984,-0.03905,-0.06556,-0.0717,-0.07625,-0.07902,-0.0853,-0.08775,-0.09415,0.39256,0.39603,0.4124,0.4286,0.01694,-0.00563,-0.009,-0.02821,-0.05472,-0.06086,-0.06541,-0.06818,-0.07446,-0.07691,-0.08331,0.40165,0.40512,0.42149,0.43769,0.02603,0.00346,9.00E-05,-0.01912,-0.04563,-0.05177,-0.05632,-0.05909,-0.06537,-0.06782,-0.07422,0.41029,0.41376,0.43013,0.44633,0.03467,0.0121,0.00873,-0.01048,-0.03699,-0.04313,-0.04768,-0.05045,-0.05673,-0.05918,-0.06558,0.42423,0.4277,0.44407,0.46027,0.04861,0.02604,0.02267,0.00346,-0.02305,-0.02919,-0.03374,-0.03651,-0.04279,-0.04524,-0.05164,0.43534,0.43881,0.45518,0.47138,0.05972,0.03715,0.03378,0.01457,-0.01194,-0.01808,-0.02263,-0.0254,-0.03168,-0.03413,-0.04053,0.43712,0.44059,0.45696,0.47316,0.0615,0.03893,0.03556,0.01635,-0.01016,-0.0163,-0.02085,-0.02362,-0.0299,-0.03235,-0.03875
3,GlcNAc-His,His,-0.6,0.05,10117.81186,209.56911,27.92449026,7726.4558,177.86397,360.66369,-82.9813,105.22353,362.32754,209.56911,152.75843,2.69467,28.03469,-32.91374,501.92439,226.78673,275.13765,0.48718755,121.87078,29.65758,82.7883,279.53924,133.611,139.416,273.027,-0.253,0.333,-0.04587,-0.00329,0.01061,0.13111,-0.29431,-0.33542,-0.3398,-0.37607,-0.40154,-0.40981,-0.4371,-0.43988,-0.48364,-0.49716,-0.5339,-0.04992,-0.00734,0.00656,0.12706,-0.29836,-0.33947,-0.34385,-0.38012,-0.40559,-0.41386,-0.44115,-0.44393,-0.48769,-0.50121,-0.53795,-0.05168,-0.0091,0.0048,0.1253,-0.30012,-0.34123,-0.34561,-0.38188,-0.40735,-0.41562,-0.44291,-0.44569,-0.48945,-0.50297,-0.53971,-0.05786,-0.01528,-0.00138,0.11912,-0.3063,-0.34741,-0.35179,-0.38806,-0.41353,-0.4218,-0.44909,-0.45187,-0.49563,-0.50915,-0.54589,-0.06084,-0.01826,-0.00436,0.11614,-0.30928,-0.35039,-0.35477,-0.39104,-0.41651,-0.42478,-0.45207,-0.45485,-0.49861,-0.51213,-0.54887,-0.07272,-0.03014,-0.01624,0.10426,-0.32116,-0.36227,-0.36665,-0.40292,-0.42839,-0.43666,-0.46395,-0.46673,-0.51049,-0.52401,-0.56075,-0.09896,-0.05638,-0.04248,0.07802,-0.3474,-0.38851,-0.39289,-0.42916,-0.45463,-0.4629,-0.49019,-0.49297,-0.53673,-0.55025,-0.58699,-0.11484,-0.07226,-0.05836,0.06214,-0.36328,-0.40439,-0.40877,-0.44504,-0.47051,-0.47878,-0.50607,-0.50885,-0.55261,-0.56613,-0.60287,-0.12854,-0.08596,-0.07206,0.04844,-0.37698,-0.41809,-0.42247,-0.45874,-0.48421,-0.49248,-0.51977,-0.52255,-0.56631,-0.57983,-0.61657,-0.13666,-0.09408,-0.08018,0.04032,-0.3851,-0.42621,-0.43059,-0.46686,-0.49233,-0.5006,-0.52789,-0.53067,-0.57443,-0.58795,-0.62469,-0.1401,-0.09752,-0.08362,0.03688,-0.38854,-0.42965,-0.43403,-0.4703,-0.49577,-0.50404,-0.53133,-0.53411,-0.57787,-0.59139,-0.62813,0.22294,0.26552,0.27942,0.39992,-0.0255,-0.06661,-0.07099,-0.10726,-0.13273,-0.141,-0.16829,-0.17107,-0.21483,-0.22835,-0.26509,0.26444,0.30702,0.32092,0.44142,0.016,-0.02511,-0.02949,-0.06576,-0.09123,-0.0995,-0.12679,-0.12957,-0.17333,-0.18685,-0.22359,0.28433,0.32691,0.34081,0.46131,0.03589,-0.00522,-0.0096,-0.04587,-0.07134,-0.07961,-0.1069,-0.10968,-0.15344,-0.16696,-0.2037,0.29875,0.34133,0.35523,0.47573,0.05031,0.0092,0.00482,-0.03145,-0.05692,-0.06519,-0.09248,-0.09526,-0.13902,-0.15254,-0.18928,0.30842,0.351,0.3649,0.4854,0.05998,0.01887,0.01449,-0.02178,-0.04725,-0.05552,-0.08281,-0.08559,-0.12935,-0.14287,-0.17961,0.31926,0.36184,0.37574,0.49624,0.07082,0.02971,0.02533,-0.01094,-0.03641,-0.04468,-0.07197,-0.07475,-0.11851,-0.13203,-0.16877,0.32835,0.37093,0.38483,0.50533,0.07991,0.0388,0.03442,-0.00185,-0.02732,-0.03559,-0.06288,-0.06566,-0.10942,-0.12294,-0.15968,0.33699,0.37957,0.39347,0.51397,0.08855,0.04744,0.04306,0.00679,-0.01868,-0.02695,-0.05424,-0.05702,-0.10078,-0.1143,-0.15104,0.35093,0.39351,0.40741,0.52791,0.10249,0.06138,0.057,0.02073,-0.00474,-0.01301,-0.0403,-0.04308,-0.08684,-0.10036,-0.1371,0.36204,0.40462,0.41852,0.53902,0.1136,0.07249,0.06811,0.03184,0.00637,-0.0019,-0.02919,-0.03197,-0.07573,-0.08925,-0.12599,0.36382,0.4064,0.4203,0.5408,0.11538,0.07427,0.06989,0.03362,0.00815,-0.00012,-0.02741,-0.03019,-0.07395,-0.08747,-0.12421
